,audienceRating,Genre,criticRating,timeMin,Year
811,5.5,Comedy,49,84,2003
812,6.6,Action,56,115,2003
813,8.0,Crime,60,178,2003
814,6.2,Horror,38,98,2003
815,7.3,Biography,74,109,2003
816,7.3,Comedy,61,116,2003
817,5.5,Action,43,117,2003
818,4.8,Action,48,106,2003
819,6.2,Comedy,70,97,2003
820,6.6,Action,48,121,2003
821,6.7,Comedy,66,128,2003
822,5.8,Action,37,97,2003
823,7.6,Crime,31,130,2003
824,5.8,Horror,38,98,2003
825,6.1,Horror,32,84,2003
826,6.3,Action,43,119,2003
827,7.2,Drama,62,115,2003
828,6.2,Action,58,114,2003
829,6.7,Action,59,104,2003
830,8.1,Action,82,131,2003
831,5.5,Action,48,135,2003
832,5.8,Comedy,46,98,2003
833,6.3,Comedy,71,100,2003
834,7.1,Drama,61,127,2003
835,5.5,Drama,35,136,2003
836,6.8,Animation,48,85,2003
837,7.2,Crime,70,81,2003
838,6.8,Drama,70,100,2003
839,8.1,Drama,85,103,2003
840,6.4,Drama,45,117,2003
841,6.0,Horror,31,89,2003
842,7.0,Biography,72,100,2003
843,7.2,Action,69,108,2003
844,7.1,Adventure,71,117,2003
845,7.7,Comedy,81,89,2003
846,5.5,Comedy,28,95,2003
847,7.3,Drama,72,140,2003
848,7.7,Comedy,45,93,2003
849,7.6,Drama,71,126,2003
850,6.8,Horror,42,91,2003
851,7.5,Action,67,139,2003
852,6.9,Adventure,64,113,2003
853,5.6,Action,28,116,2003
854,5.5,Comedy,39,92,2003
855,6.5,Action,34,98,2003
856,8.0,Comedy,54,186,2003
857,5.8,Comedy,41,105,2003
858,7.1,Comedy,65,95,2003
859,4.7,Comedy,47,95,2003
860,5.6,Horror,36,104,2003
861,6.5,Action,63,105,2003
862,5.9,Comedy,50,89,2003
863,3.6,Drama,9,99,2003
864,7.2,Drama,65,115,2003
865,5.8,Comedy,62,118,2003
866,7.6,Comedy,52,111,2003
867,5.7,Adventure,63,79,2003
868,7.8,Animation,91,78,2003
869,4.2,Action,57,84,2003
870,5.5,Action,40,104,2003
871,7.5,Biography,90,101,2003
872,2.4,Comedy,18,121,2003
873,7.6,Action,75,116,2003
874,5.6,Action,31,88,2003
875,6.1,Action,36,109,2003
876,6.7,Animation,48,86,2003
877,7.2,Comedy,65,86,2003
878,3.8,Adventure,19,82,2003
879,6.8,Comedy,52,113,2003
880,5.3,Drama,37,94,2003
881,6.0,Action,40,94,2003
882,6.8,Crime,70,102,2003
883,5.8,Action,36,101,2003
884,6.3,Comedy,52,101,2003
885,4.9,Comedy,34,88,2003
886,8.0,Drama,82,105,2003
887,6.9,Biography,38,109,2003
888,2.0,Action,15,90,2003
889,5.2,Action,38,88,2003
890,5.3,Action,47,116,2003
891,3.4,Comedy,19,85,2003
892,7.8,Drama,61,113,2003
893,5.6,Comedy,39,105,2003
894,6.7,Crime,59,97,2003
895,6.1,Comedy,33,92,2003
896,5.4,Adventure,56,94,2003
897,7.2,Drama,73,94,2003
898,7.0,Crime,69,101,2003
899,6.5,Adventure,55,137,2003
900,8.1,Documentary,82,106,2003
901,5.1,Action,41,102,2003
902,5.0,Horror,23,86,2003
903,5.7,Animation,64,91,2003
904,6.4,Comedy,43,108,2003
905,6.3,Drama,57,106,2003
906,7.7,Comedy,70,99,2003
907,4.4,Action,16,89,2003
908,2.1,Comedy,14,81,2003
909,6.5,Adventure,32,127,2003
910,7.3,Comedy,81,91,2003
911,6.5,Action,56,110,2003
912,7.9,Animation,73,93,2003
913,5.2,Comedy,27,87,2003
914,7.6,Drama,57,106,2003
915,7.7,Comedy,72,105,2003
916,7.1,Drama,37,108,2003
917,7.8,Documentary,90,107,2003
918,6.9,Comedy,60,108,2003
919,8.2,Documentary,87,107,2003
920,5.3,Mystery,46,119,2003
921,6.6,Crime,43,104,2003
922,4.9,Mystery,37,118,2003
923,8.1,Documentary,73,145,2003
924,6.2,Drama,57,93,2003
925,7.1,Comedy,70,80,2003
926,6.8,Action,56,90,2003
927,8.5,Drama,89,366,2003
928,6.9,Biography,55,98,2003
929,5.1,Comedy,43,86,2003
930,7.3,Comedy,54,100,2003
931,6.2,Drama,61,100,2003
932,5.4,Comedy,44,95,2003
933,5.2,Horror,21,102,2003
934,7.1,Comedy,45,107,2003
935,7.6,Drama,71,145,2003
936,6.2,Horror,54,112,2003
937,5.6,Comedy,27,101,2003
938,5.7,Action,46,98,2003
939,6.9,Comedy,64,105,2003
940,6.3,Biography,30,219,2003
941,6.6,Biography,47,123,2003
942,6.3,Biography,36,98,2003
943,6.9,Action,49,128,2003
944,7.5,Crime,73,108,2003
945,5.4,Animation,38,72,2003
946,5.6,Comedy,36,98,2003
947,5.0,Drama,51,93,2003
948,6.5,Crime,67,98,2003
949,5.6,Comedy,32,96,2003
950,5.5,Action,34,104,2003
951,4.6,Action,36,110,2003
952,7.1,Crime,70,104,2003
953,6.4,Crime,40,101,2003
954,7.6,Comedy,48,108,2003
955,6.0,Adventure,30,105,2003
956,4.9,Drama,51,117,2003
957,7.6,Comedy,73,112,2003
958,6.7,Comedy,59,96,2003
959,7.5,Comedy,69,96,2003
960,7.4,Drama,55,106,2003
961,7.1,Crime,58,129,2003
962,6.9,Drama,71,108,2003
963,6.3,Biography,56,110,2003
964,7.4,Action,73,123,2003
965,5.7,Comedy,45,101,2003
966,6.8,Action,53,86,2003
967,7.4,Drama,68,82,2003
968,8.0,Documentary,66,112,2003
969,6.6,Drama,71,114,2003
970,7.4,Drama,83,83,2003
971,7.7,Comedy,49,123,2003
972,5.9,Crime,56,103,2003
973,6.8,Drama,39,92,2003
974,7.2,Action,62,111,2003
975,5.6,Comedy,45,109,2003
976,7.3,Comedy,75,95,2003
977,5.5,Drama,32,104,2003
978,7.5,Documentary,79,90,2003
979,7.4,Comedy,70,118,2003
980,7.3,Drama,47,90,2003
981,7.4,Drama,60,92,2003
982,5.6,Animation,38,80,2003
983,5.1,Comedy,37,100,2003
984,7.1,Drama,63,113,2003
985,5.5,Comedy,53,123,2003
986,6.5,Crime,45,100,2003
987,7.2,Documentary,87,88,2003
988,7.8,Drama,80,107,2003
989,6.7,Comedy,41,88,2003
990,6.0,Thriller,61,91,2003
991,6.7,Drama,73,110,2003
992,6.4,Drama,73,112,2003
993,7.5,Documentary,81,93,2003
994,6.0,Animation,62,75,2003
995,7.5,Drama,74,109,2003
996,7.2,Comedy,78,100,2003
997,6.3,Comedy,55,114,2003
998,6.9,Documentary,68,83,2003
999,7.2,Documentary,71,93,2003
1000,6.4,Drama,64,103,2003
1001,6.1,Comedy,46,105,2003
1002,2.8,Comedy,20,84,2003
1003,7.5,Comedy,59,108,2003
1004,6.6,Comedy,64,102,2003
1005,6.6,Drama,62,103,2003
1006,6.8,Comedy,56,100,2003
1007,6.9,Documentary,67,61,2003
1008,6.2,Thriller,45,120,2003
1009,6.9,Comedy,68,114,2003
1010,7.4,Biography,75,109,2003
1011,6.2,Comedy,41,85,2003
1012,7.3,Drama,68,115,2003
1013,5.6,Comedy,44,109,2003
1014,5.5,Comedy,32,112,2003
1015,6.4,Drama,69,106,2003
1016,7.2,Comedy,70,105,2003
1017,6.1,Drama,33,79,2003
1018,7.1,Documentary,60,82,2003
1019,6.4,Action,54,120,2003
1020,7.6,Drama,81,97,2003
1021,7.1,Comedy,75,107,2003
1022,7.2,Crime,62,94,2003
1023,5.3,Drama,43,119,2003
1024,6.5,Comedy,53,125,2003
1025,2.7,Documentary,34,96,2003
1026,8.3,Drama,89,108,2004
1027,8.0,Action,83,137,2004
1028,8.1,Drama,86,132,2004
1029,8.0,Animation,90,115,2004
1030,7.3,Action,83,127,2004
1031,7.9,Drama,53,123,2004
1032,7.8,Adventure,82,142,2004
1033,8.0,Comedy,76,99,2004
1034,7.1,Action,59,115,2004
1035,7.2,Drama,56,163,2004
1036,7.7,Sci,30,113,2004
1037,7.8,Action,73,108,2004
1038,7.8,Crime,69,112,2004
1039,6.4,Action,47,124,2004
1040,7.2,Animation,75,93,2004
1041,7.3,Comedy,55,128,2004
1042,7.7,Crime,46,103,2004
1043,7.6,Crime,71,115,2004
1044,6.5,Crime,58,125,2004
1045,7.7,Drama,61,101,2004
1046,8.1,Biography,79,121,2004
1047,7.2,Comedy,63,94,2004
1048,7.7,Action,47,146,2004
1049,7.5,Biography,77,170,2004
1050,6.8,Comedy,48,99,2004
1051,8.2,Biography,82,156,2004
1052,7.0,Comedy,66,97,2004
1053,6.9,Action,39,131,2004
1054,6.8,Action,72,122,2004
1055,8.2,Animation,80,119,2004
1056,6.3,Comedy,41,115,2004
1057,6.1,Action,35,131,2004
1058,6.5,Drama,44,108,2004
1059,7.3,Action,59,101,2004
1060,6.7,Comedy,55,92,2004
1061,7.5,Comedy,67,102,2004
1062,6.7,Action,38,119,2004
1063,7.2,Drama,47,127,2004
1064,8.0,Drama,90,80,2004
1065,7.7,Biography,67,106,2004
1066,6.8,Comedy,47,108,2004
1067,7.3,Drama,65,104,2004
1068,6.8,Adventure,62,108,2004
1069,6.6,Comedy,45,92,2004
1070,6.9,Comedy,64,96,2004
1071,6.2,Action,35,94,2004
1072,7.1,Adventure,64,88,2004
1073,7.5,Comedy,94,126,2004
1074,6.6,Mystery,46,96,2004
1075,5.6,Action,29,101,2004
1076,7.3,Adventure,62,119,2004
1077,5.6,Action,39,175,2004
1078,6.3,Action,46,126,2004
1079,5.9,Action,38,113,2004
1080,7.2,Action,64,98,2004
1081,6.0,Animation,48,90,2004
1082,7.4,Crime,73,105,2004
1083,6.6,Animation,61,100,2004
1084,6.1,Comedy,57,98,2004
1085,6.5,Action,33,124,2004
1086,6.1,Comedy,55,101,2004
1087,5.9,Horror,49,91,2004
1088,7.7,Biography,73,152,2004
1089,7.5,Documentary,67,122,2004
1090,5.9,Comedy,44,90,2004
1091,5.5,Comedy,41,109,2004
1092,7.8,Action,78,99,2004
1093,7.3,Drama,40,143,2004
1094,7.6,Action,89,119,2004
1095,3.3,Action,27,104,2004
1096,6.6,Drama,76,129,2004
1097,7.2,Documentary,73,100,2004
1098,6.2,Comedy,56,104,2004
1099,7.8,Adventure,75,126,2004
1100,5.9,Comedy,44,108,2004
1101,6.5,Action,60,94,2004
1102,6.9,Drama,68,77,2004
1103,6.1,Action,64,106,2004
1104,5.8,Action,49,120,2004
1105,6.7,Action,54,136,2004
1106,6.2,Crime,38,103,2004
1107,6.4,Comedy,48,131,2004
1108,5.9,Comedy,25,95,2004
1109,8.0,Biography,74,125,2004
1110,5.0,Animation,27,80,2004
1111,7.7,Drama,76,133,2004
1112,7.0,Animation,66,87,2004
1113,5.7,Comedy,43,113,2004
1114,7.7,Drama,73,105,2004
1115,5.8,Drama,43,91,2004
1116,7.2,Action,70,84,2004
1117,6.7,Comedy,55,107,2004
1118,6.2,Action,44,86,2004
1119,6.2,Comedy,43,102,2004
1120,6.3,Comedy,59,98,2004
1121,5.2,Comedy,42,93,2004
1122,6.4,Crime,33,106,2004
1123,6.3,Comedy,53,96,2004
1124,7.3,Action,70,118,2004
1125,6.5,Action,47,115,2004
1126,6.5,Comedy,66,109,2004
1127,6.5,Action,58,114,2004
1128,5.5,Comedy,24,98,2004
1129,7.5,Crime,81,106,2004
1130,7.9,Drama,56,97,2004
1131,7.0,Drama,40,114,2004
1132,6.1,Action,47,113,2004
1133,6.2,Comedy,49,103,2004
1134,7.5,Drama,78,129,2004
1135,7.1,Biography,79,118,2004
1136,8.0,Drama,78,121,2004
1137,7.7,Crime,52,90,2004
1138,8.1,Crime,72,88,2004
1139,6.8,Comedy,62,92,2004
1140,7.9,Drama,67,192,2004
1141,6.3,Action,38,97,2004
1142,7.5,Biography,68,135,2004
1143,5.9,Adventure,29,95,2004
1144,6.1,Comedy,47,106,2004
1145,5.0,Adventure,34,93,2004
1146,4.4,Action,27,97,2004
1147,5.9,Comedy,47,111,2004
1148,8.1,Action,64,140,2004
1149,6.0,Comedy,38,119,2004
1150,5.2,Comedy,22,99,2004
1151,6.4,Biography,44,114,2004
1152,6.1,Comedy,46,101,2004
1153,4.9,Comedy,46,87,2004
1154,7.5,Crime,87,101,2004
1155,6.1,Drama,50,100,2004
1156,7.1,Drama,63,131,2004
1157,7.6,Animation,66,100,2004
1158,5.1,Horror,30,114,2004
1159,7.2,Drama,72,87,2004
1160,6.5,Comedy,54,99,2004
1161,7.5,Drama,68,127,2004
1162,6.2,Drama,43,95,2004
1163,7.3,Crime,74,90,2004
1164,4.8,Comedy,31,99,2004
1165,6.6,Action,60,106,2004
1166,2.0,Comedy,9,88,2004
1167,5.7,Comedy,45,104,2004
1168,4.0,Action,41,84,2004
1169,4.6,Comedy,33,89,2004
1170,3.5,Drama,37,95,2004
1171,4.6,Action,40,97,2004
1172,5.9,Family,33,103,2004
1173,5.6,Comedy,52,95,2004
1174,7.0,Biography,63,95,2004
1175,6.0,Drama,39,86,2004
1176,4.8,Action,24,102,2004
1177,7.2,Drama,48,119,2004
1178,6.9,Comedy,74,98,2004
1179,7.7,Crime,83,125,2004
1180,5.7,Comedy,35,93,2004
1181,5.9,Comedy,38,90,2004
1182,7.8,Drama,63,105,2004
1183,4.4,Comedy,33,86,2004
1184,5.4,Comedy,19,91,2004
1185,4.9,Drama,43,71,2004
1186,4.9,Comedy,33,91,2004
1187,8.1,Drama,88,141,2004
1188,5.0,Comedy,31,106,2004
1189,6.2,Comedy,55,122,2004
1190,6.2,Drama,53,141,2004
1191,5.2,Crime,26,97,2004
1192,6.0,Drama,47,137,2004
1193,7.4,Biography,56,90,2004
1194,6.8,Drama,82,86,2004
1195,5.9,Crime,37,99,2004
1196,7.0,Horror,66,118,2004
1197,4.9,Comedy,42,88,2004
1198,7.0,Animation,40,101,2004
1199,5.3,Comedy,36,111,2004
1200,5.4,Animation,50,76,2004
1201,7.4,Action,78,100,2004
1202,8.1,Drama,85,98,2004
1203,7.5,Documentary,74,141,2004
1204,6.9,Animation,66,126,2004
1205,6.7,Comedy,67,111,2004
1206,5.8,Action,38,84,2004
1207,6.7,Biography,46,118,2004
1208,5.3,Comedy,33,89,2004
1209,8.6,Crime,76,143,2004
1210,7.4,Documentary,78,85,2004
1211,6.6,Drama,40,132,2004
1212,5.3,Action,42,91,2004
1213,5.5,Comedy,57,104,2004
1214,7.1,Adventure,63,109,2004
1215,7.9,Comedy,59,104,2004
1216,6.8,Drama,59,97,2004
1217,5.3,Documentary,38,109,2004
1218,5.9,Drama,60,95,2004
1219,4.5,Action,32,100,2004
1220,7.4,Drama,65,117,2004
1221,7.4,Comedy,51,98,2004
1222,4.2,Action,36,95,2004
1223,5.7,Comedy,59,106,2004
1224,6.8,Comedy,53,100,2004
1225,5.1,Comedy,56,89,2004
1226,5.2,Comedy,33,110,2004
1227,7.0,Comedy,65,104,2004
1228,6.5,Drama,53,93,2004
1229,6.2,Horror,52,88,2004
1230,6.6,Biography,53,125,2004
1231,7.6,Drama,76,117,2004
1232,4.3,Comedy,39,93,2004
1233,7.1,Comedy,68,105,2004
1234,7.8,Biography,76,116,2004
1235,6.4,Comedy,61,87,2004
1236,7.4,Biography,25,128,2004
1237,6.4,Drama,61,100,2004
1238,7.2,Drama,64,106,2004
1239,7.1,Drama,61,104,2004
1240,7.2,Comedy,53,111,2004
1241,5.2,Adventure,33,91,2004
1242,6.3,Drama,66,101,2004
1243,7.5,Comedy,65,91,2004
1244,5.2,Horror,37,98,2004
1245,7.0,Comedy,33,97,2004
1246,6.7,Comedy,34,91,2004
1247,6.7,Drama,62,90,2004
1248,6.3,Drama,29,96,2004
1249,8.0,Comedy,59,102,2004
1250,6.7,Drama,63,108,2004
1251,6.3,Comedy,44,108,2004
1252,7.1,Drama,59,125,2004
1253,7.4,Action,63,161,2004
1254,4.6,Animation,15,100,2004
1255,6.8,Drama,73,106,2004
1256,5.3,Comedy,28,138,2004
1257,8.0,Drama,66,120,2004
1258,7.9,Animation,64,103,2004
1259,4.4,Comedy,29,97,2004
1260,5.3,Biography,36,110,2004
1261,7.4,Drama,65,103,2004
1262,7.2,Drama,65,104,2004
1263,5.9,Crime,37,115,2004
1264,7.3,Comedy,56,102,2004
1265,7.6,Documentary,58,75,2004
1266,6.6,Drama,27,98,2004
1267,5.8,Comedy,34,88,2004
1268,6.0,Drama,51,104,2004
1269,7.8,Documentary,76,107,2004
1270,5.1,Drama,35,110,2004
1271,5.9,Comedy,28,90,2004
1272,6.2,Comedy,55,97,2004
1273,7.6,Comedy,51,98,2004
1274,7.8,Action,76,132,2004
1275,5.7,Action,38,88,2004
1276,7.6,Documentary,84,107,2004
1277,6.9,Drama,78,122,2004
1278,7.0,Drama,79,100,2004
1279,7.8,Comedy,77,143,2004
1280,7.8,Documentary,79,84,2004
1281,6.9,Comedy,79,110,2004
1282,8.3,Action,70,140,2005
1283,8.2,Action,62,132,2005
1284,8.0,Crime,74,124,2005
1285,7.6,Action,68,140,2005
1286,7.7,Adventure,81,157,2005
1287,6.5,Action,55,120,2005
1288,6.5,Adventure,73,116,2005
1289,6.7,Adventure,72,115,2005
1290,7.2,Action,81,187,2005
1291,7.1,Comedy,73,116,2005
1292,6.9,Adventure,75,143,2005
1293,6.9,Animation,57,86,2005
1294,7.0,Comedy,64,119,2005
1295,5.7,Action,40,106,2005
1296,7.7,Drama,87,134,2005
1297,6.9,Action,50,136,2005
1298,7.6,Crime,62,122,2005
1299,6.6,Comedy,58,118,2005
1300,7.9,Action,74,119,2005
1301,6.9,Drama,50,121,2005
1302,7.2,Action,63,144,2005
1303,7.8,Drama,82,129,2005
1304,7.4,Animation,83,77,2005
1305,6.6,Horror,40,93,2005
1306,7.5,Crime,81,96,2005
1307,7.9,Biography,72,136,2005
1308,7.6,Comedy,71,92,2005
1309,7.6,Comedy,72,103,2005
1310,7.6,Drama,74,164,2005
1311,7.7,Drama,72,124,2005
1312,7.2,Adventure,71,99,2005
1313,6.3,Action,56,87,2005
1314,6.8,Adventure,63,109,2005
1315,8.0,Biography,69,144,2005
1316,7.0,Biography,58,125,2005
1317,5.9,Horror,55,94,2005
1318,6.4,Comedy,48,113,2005
1319,7.1,Crime,58,104,2005
1320,6.3,Drama,53,98,2005
1321,7.5,Crime,55,109,2005
1322,7.4,Drama,54,145,2005
1323,7.5,Drama,82,129,2005
1324,6.1,Comedy,47,90,2005
1325,6.9,Action,49,109,2005
1326,7.0,Drama,76,128,2005
1327,5.5,Action,36,93,2005
1328,6.3,Animation,64,91,2005
1329,7.4,Biography,88,114,2005
1330,7.5,Animation,87,85,2005
1331,5.9,Adventure,51,118,2005
1332,6.7,Drama,46,119,2005
1333,7.3,Biography,57,136,2005
1334,5.3,Horror,41,108,2005
1335,6.5,Mystery,71,85,2005
1336,7.1,Drama,44,103,2005
1337,6.6,Action,44,113,2005
1338,6.5,Horror,47,104,2005
1339,5.2,Action,34,105,2005
1340,6.0,Drama,33,90,2005
1341,7.4,Action,72,110,2005
1342,7.0,Action,58,103,2005
1343,6.4,Crime,62,128,2005
1344,6.2,Comedy,47,96,2005
1345,6.7,Comedy,47,95,2005
1346,7.5,Biography,80,93,2005
1347,7.2,Comedy,79,106,2005
1348,6.2,Horror,71,93,2005
1349,6.0,Action,41,124,2005
1350,6.9,Crime,53,107,2005
1351,6.8,Comedy,30,94,2005
1352,6.5,Action,25,111,2005
1353,5.4,Horror,44,110,2005
1354,5.9,Action,47,129,2005
1355,4.8,Action,34,97,2005
1356,6.1,Action,67,101,2005
1357,6.7,Biography,69,135,2005
1358,5.9,Drama,35,101,2005
1359,5.6,Action,30,95,2005
1360,6.6,Comedy,61,102,2005
1361,5.8,Animation,48,81,2005
1362,5.1,Action,33,104,2005
1363,6.3,Action,54,109,2005
1364,6.2,Adventure,62,100,2005
1365,5.8,Action,45,110,2005
1366,6.9,Drama,41,99,2005
1367,7.4,Comedy,82,81,2005
1368,6.6,Crime,40,108,2005
1369,5.7,Comedy,37,118,2005
1370,4.8,Comedy,34,102,2005
1371,6.4,Comedy,45,123,2005
1372,6.6,Comedy,48,107,2005
1373,6.0,Action,36,127,2005
1374,6.3,Horror,54,99,2005
1375,7.3,Drama,83,117,2005
1376,7.6,Crime,75,115,2005
1377,4.4,Action,37,101,2005
1378,6.9,Action,56,116,2005
1379,5.0,Action,34,115,2005
1380,6.6,Comedy,59,97,2005
1381,6.5,Comedy,60,130,2005
1382,6.7,Drama,53,118,2005
1383,5.6,Drama,52,105,2005
1384,7.5,Comedy,58,106,2005
1385,6.3,Comedy,56,103,2005
1386,7.6,Documentary,79,80,2005
1387,6.5,Animation,45,80,2005
1388,6.5,Comedy,66,119,2005
1389,5.5,Comedy,31,101,2005
1390,5.0,Action,35,121,2005
1391,6.5,Adventure,57,112,2005
1392,7.8,Biography,68,127,2005
1393,7.1,Biography,56,107,2005
1394,5.5,Adventure,34,94,2005
1395,7.8,Documentary,87,103,2005
1396,7.4,Crime,73,104,2005
1397,2.2,Comedy,20,94,2005
1398,5.5,Comedy,35,97,2005
1399,7.0,Drama,53,135,2005
1400,5.5,Drama,30,101,2005
1401,4.6,Comedy,23,83,2005
1402,6.1,Comedy,32,90,2005
1403,6.8,Comedy,65,96,2005
1404,4.8,Adventure,47,101,2005
1405,2.3,Action,9,96,2005
1406,5.1,Biography,45,117,2005
1407,7.8,Comedy,51,94,2005
1408,6.2,Drama,50,122,2005
1409,6.8,Drama,64,100,2005
1410,6.2,Comedy,56,104,2005
1411,7.4,Adventure,66,103,2005
1412,6.4,Comedy,52,134,2005
1413,6.2,Comedy,58,105,2005
1414,5.9,Comedy,49,105,2005
1415,7.4,Adventure,77,121,2005
1416,7.4,Crime,68,116,2005
1417,7.3,Drama,68,126,2005
1418,7.3,Comedy,76,91,2005
1419,5.8,Comedy,46,94,2005
1420,5.6,Comedy,45,95,2005
1421,7.1,Action,52,111,2005
1422,2.9,Action,18,95,2005
1423,3.6,Horror,27,100,2005
1424,5.1,Adventure,30,97,2005
1425,6.8,Comedy,53,99,2005
1426,8.0,Comedy,81,127,2005
1427,6.5,Drama,26,120,2005
1428,7.1,Comedy,48,91,2005
1429,5.9,Comedy,46,98,2005
1430,5.0,Comedy,31,97,2005
1431,4.1,Drama,32,89,2005
1432,6.9,Crime,65,130,2005
1433,6.4,Action,43,95,2005
1434,7.3,Crime,70,94,2005
1435,7.0,Adventure,49,108,2005
1436,6.8,Comedy,49,90,2005
1437,5.5,Comedy,27,100,2005
1438,4.6,Adventure,27,95,2005
1439,7.5,Biography,55,120,2005
1440,5.9,Drama,39,90,2005
1441,7.8,Drama,70,116,2005
1442,7.6,Biography,76,120,2005
1443,5.4,Comedy,38,88,2005
1444,5.0,Horror,38,83,2005
1445,3.5,Action,38,93,2005
1446,5.5,Action,33,83,2005
1447,6.4,Drama,62,106,2005
1448,6.3,Comedy,62,92,2005
1449,6.0,Comedy,55,98,2005
1450,6.9,Adventure,55,101,2005
1451,5.4,Action,35,100,2005
1452,7.5,Crime,71,90,2005
1453,6.6,Drama,24,92,2005
1454,7.6,Comedy,52,84,2005
1455,7.0,Comedy,80,106,2005
1456,7.4,Drama,46,139,2005
1457,6.9,Comedy,63,118,2005
1458,5.8,Biography,67,97,2005
1459,6.7,Action,48,132,2005
1460,6.6,Comedy,69,96,2005
1461,7.3,Comedy,59,128,2005
1462,5.8,Comedy,65,113,2005
1463,7.0,Comedy,67,125,2005
1464,5.6,Animation,45,76,2005
1465,4.2,Action,24,101,2005
1466,6.4,Drama,65,108,2005
1467,7.0,Comedy,41,108,2005
1468,7.3,Crime,75,108,2005
1469,5.9,Action,53,103,2005
1470,6.5,Crime,47,107,2005
1471,7.5,Crime,87,95,2005
1472,7.4,Crime,61,93,2005
1473,7.1,Comedy,57,107,2005
1474,6.4,Documentary,72,89,2005
1475,5.5,Comedy,53,105,2005
1476,7.1,Comedy,71,103,2005
1477,6.4,Crime,29,96,2005
1478,5.2,Adventure,43,102,2005
1479,7.8,Drama,77,117,2005
1480,6.4,Comedy,31,100,2005
1481,6.6,Comedy,71,94,2005
1482,7.2,Comedy,22,114,2005
1483,7.3,Crime,78,134,2005
1484,6.8,Comedy,80,94,2005
1485,8.0,Drama,86,153,2005
1486,5.7,Comedy,36,116,2005
1487,5.1,Comedy,36,86,2005
1488,7.3,Crime,72,90,2005
1489,7.1,Comedy,62,84,2005
1490,7.5,Drama,68,115,2005
1491,6.9,Drama,59,106,2005
1492,8.1,Documentary,73,96,2005
1493,6.3,Comedy,55,105,2005
1494,6.3,Drama,61,82,2005
1495,7.7,Drama,71,115,2005
1496,6.7,Drama,59,112,2005
1497,6.6,Biography,64,91,2005
1498,8.1,Documentary,68,98,2005
1499,6.6,Comedy,33,105,2005
1500,7.8,Documentary,87,88,2005
1501,6.6,Comedy,45,104,2005
1502,6.4,Comedy,54,106,2005
1503,7.3,Comedy,68,115,2005
1504,5.3,Drama,55,117,2005
1505,5.2,Horror,34,98,2005
1506,6.7,Drama,47,144,2005
1507,4.7,Horror,25,87,2005
1508,5.6,Action,53,121,2005
1509,6.4,Comedy,57,128,2005
1510,7.2,Documentary,84,103,2005
1511,7.1,Crime,73,100,2005
1512,5.7,Comedy,43,103,2005
1513,8.0,Documentary,77,110,2005
1514,5.9,Comedy,28,87,2005
1515,7.1,Drama,67,81,2005
1516,6.3,Crime,77,114,2005
1517,2.7,Comedy,31,95,2005
1518,6.4,Comedy,56,98,2005
1519,6.1,Comedy,57,97,2005
1520,6.6,Comedy,54,91,2005
1521,6.6,Crime,63,73,2005
1522,7.3,Adventure,82,100,2005
1523,6.6,Drama,58,105,2005
1524,3.1,Comedy,31,90,2005
1525,7.1,Crime,57,127,2005
1526,5.4,Crime,21,92,2005
1527,7.6,Drama,65,94,2005
1528,3.5,Comedy,9,91,2005
1529,5.5,Drama,54,104,2005
1530,5.6,Action,33,93,2005
1531,6.4,Action,48,107,2005
1532,6.8,Drama,80,115,2005
1533,7.0,Drama,87,140,2005
1534,6.0,Comedy,59,112,2005
1535,6.8,Documentary,64,89,2005
1536,6.2,Comedy,57,86,2005
1537,7.3,Biography,58,99,2005
1538,6.6,Drama,54,107,2005
1539,6.3,Comedy,45,96,2005
1540,6.7,Drama,60,135,2005
1541,7.9,Documentary,73,90,2005
1542,5.5,Comedy,44,99,2005
1543,8.5,Crime,85,151,2006
1544,8.5,Drama,66,130,2006
1545,7.7,Action,52,117,2006
1546,7.3,Action,53,151,2006
1547,8.2,Drama,98,118,2006
1548,8.0,Action,80,144,2006
1549,8.0,Adventure,64,143,2006
1550,6.7,Action,58,104,2006
1551,7.9,Drama,84,109,2006
1552,7.8,Comedy,80,101,2006
1553,8.0,Biography,64,117,2006
1554,6.6,Mystery,46,149,2006
1555,7.6,Drama,68,110,2006
1556,7.3,Comedy,89,84,2006
1557,6.8,Comedy,62,109,2006
1558,7.1,Animation,73,117,2006
1559,7.6,Crime,76,129,2006
1560,8.5,Drama,89,137,2006
1561,6.9,Action,66,126,2006
1562,7.8,Crime,53,110,2006
1563,6.4,Comedy,45,107,2006
1564,6.4,Adventure,48,108,2006
1565,7.0,Action,59,126,2006
1566,7.5,Drama,69,143,2006
1567,7.8,Action,68,139,2006
1568,6.1,Action,72,154,2006
1569,6.8,Animation,58,91,2006
1570,7.0,Action,57,88,2006
1571,7.3,Drama,51,96,2006
1572,7.5,Crime,56,147,2006
1573,6.9,Comedy,52,138,2006
1574,6.0,Action,45,104,2006
1575,7.6,Comedy,67,113,2006
1576,6.6,Adventure,31,125,2006
1577,7.2,Drama,63,102,2006
1578,6.7,Action,36,106,2006
1579,7.7,Biography,74,123,2006
1580,6.2,Horror,48,108,2006
1581,6.5,Animation,77,108,2006
1582,6.6,Action,66,108,2006
1583,6.4,Horror,52,107,2006
1584,7.9,Drama,89,141,2006
1585,6.7,Animation,67,83,2006
1586,6.4,Comedy,45,105,2006
1587,6.7,Action,45,109,2006
